(species=Paecilomyces niveus)(type=Full)(curator=GO)
g2482 = 6310
g2482 = 3910
g2482 = 5524
g2482 = 6281
g2482 = 6310
g2482 = 3910
g2482 = 5524
g2482 = 6281
g2482 = 6310
g5545 = 77
g5545 = 77
g5545 = 77
g5545 = 77
g5545 = 77
g5545 = 77
g5545 = 77
g5545 = 77
g10118 = 3824
g10118 = 8484
g9387 = 16491
g9387 = 16491
g9387 = 16491
g9387 = 16491
g9387 = 16491
g9387 = 16491
g9387 = 16491
g9387 = 16491
g9387 = 16491
g1213 = 16491
g8333 = 6355
g8333 = 8270
g8333 = 43565
g8333 = 6355
g8333 = 8270
g8333 = 43565
g8333 = 6355
g8333 = 8270
g8333 = 43565
g8333 = 6355
g8333 = 8270
g8333 = 43565
g8333 = 6355
g8333 = 8270
g8333 = 43565
g8333 = 3700
g8333 = 6357
g8333 = 3700
g8333 = 6357
g5945 = 22857
g5945 = 55085
g5945 = 22857
g4685 = 4827
g4685 = 5524
g4685 = 5737
g4685 = 6433
g4685 = 4827
g4685 = 5524
g4685 = 5737
g4685 = 6433
g4685 = 166
g4685 = 4827
g4685 = 5524
g4685 = 5737
g4685 = 6433
g4685 = 166
g4685 = 4827
g4685 = 5524
g4685 = 5737
g4685 = 6433
g4685 = 4827
g4685 = 5524
g4685 = 5737
g4685 = 6433
g4685 = 166
g4685 = 4827
g4685 = 5524
g4685 = 5737
g4685 = 6433
g4685 = 166
g4685 = 4812
g4685 = 5524
g4685 = 6418
g4318 = 16021
g4318 = 55085
g4318 = 15140
g4318 = 16021
g4318 = 71423
g2319 = 3676
g2319 = 5524
g2319 = 4386
g484 = 6891
g484 = 30173
g3497 = 6888
g3497 = 6888
g3695 = 44237
g3695 = 51537
g3695 = 51537
g3695 = 5506
g3695 = 44237
g3695 = 51537
g3695 = 5506
g3695 = 44237
g3695 = 51537
g4735 = 16491
g10438 = 413
g10438 = 3755
g10438 = 3676
g10438 = 3676
g10438 = 413
g10438 = 3755
g10438 = 3676
g10438 = 3676
g10438 = 413
g10438 = 3755
g10438 = 413
g10438 = 3755
g10438 = 413
g10438 = 3755
g6372 = 16810
g4346 = 51537
g4346 = 44237
g4346 = 51537
g4346 = 44237
g4346 = 51537
g4346 = 44237
g4346 = 51537
g4346 = 51537
g4346 = 44237
g4346 = 51537
g4346 = 5506
g4346 = 44237
g4346 = 51537
g4346 = 5506
g4346 = 44237
g4346 = 51537
g4346 = 51537
g8587 = 50660
g8587 = 16491
g8587 = 50660
g8587 = 71949
g7040.1 = 981
g7040.1 = 6355
g7040.1 = 8270
g7040.1 = 981
g7040.1 = 6355
g7040.1 = 8270
g7040.1 = 3677
g7040.1 = 6351
g7040.1 = 8270
g7040.1 = 981
g7040.1 = 6355
g7040.1 = 8270
g7040.1 = 981
g7040.1 = 6355
g7040.1 = 8270
g7040.1 = 3677
g7040.1 = 6351
g7040.1 = 8270
g7679 = 19346
g7679 = 30170
g7679 = 19346
g7679 = 30170
g7679 = 19346
g7679 = 30170
g7679 = 19346
g7679 = 30170
g3894 = 4553
g3894 = 5975
g3894 = 4553
g3894 = 5975
g3894 = 4553
g3894 = 5975
g3894 = 4553
g3894 = 5975
g8507 = 15986
g8507 = 45261
g8507 = 46933
g8507 = 15986
g2038 = 3677
g2038 = 6351
g2038 = 8270
g2038 = 3677
g2038 = 6351
g2038 = 8270
g10471 = 16787
g7527 = 5525
g7527 = 3924
g7527 = 5525
g3833 = 5789
g3833 = 18279
g3833 = 5789
g3833 = 18279
g6822 = 6520
g6822 = 8483
g6822 = 9058
g6822 = 30170
g6822 = 6520
g6822 = 8483
g6822 = 6520
g6822 = 8483
g6822 = 6520
g6822 = 8483
g6822 = 6520
g6822 = 8483
g9187 = 105
g9187 = 4400
g9187 = 9058
g9187 = 30170
g3466 = 16021
g3466 = 22857
g3466 = 55085
g3466 = 16020
g3466 = 22857
g3466 = 55085
g3466 = 16020
g3466 = 22857
g3466 = 55085
g3466 = 16020
g3466 = 22857
g3466 = 55085
g3466 = 16020
g3466 = 22857
g3466 = 55085
g3466 = 16020
g3466 = 22857
g3466 = 55085
g3466 = 16020
g3466 = 22857
g3466 = 55085
g3466 = 22857
g1609 = 5634
g1609 = 6333
g1609 = 5634
g1609 = 6333
g1609 = 5634
g1609 = 6333
g257 = 16491
g162 = 287
g162 = 4427
g162 = 5737
g162 = 6796
g162 = 287
g162 = 4427
g162 = 5737
g162 = 6796
g162 = 287
g162 = 4427
g162 = 5737
g162 = 6796
g1178 = 22857
g1178 = 22857
g1178 = 55085
g10390 = 5975
g10390 = 16758
g10390 = 30259
g10390 = 8194
g5319 = 3735
g5319 = 6412
g5319 = 19843
g5319 = 3735
g5319 = 6412
g5319 = 19843
g5319 = 3735
g5319 = 6412
g5319 = 19843
g5319 = 3735
g5319 = 5840
g5319 = 6412
g5319 = 3735
g5319 = 6412
g5319 = 19843
g5319 = 3735
g5319 = 6412
g5319 = 19843
g5319 = 3735
g5319 = 5840
g5319 = 6412
g1796 = 139
g1796 = 15165
g1796 = 16021
g1796 = 90481
g9132 = 16311
g9132 = 16791
g9132 = 6470
g9132 = 8138
g9132 = 6470
g9132 = 8138
g7037 = 5506
g7037 = 16705
g7037 = 20037
g7037 = 5506
g7037 = 16705
g7037 = 20037
g7037 = 5506
g7037 = 16705
g7037 = 20037
g7037 = 5506
g7037 = 16705
g7037 = 20037
g7037 = 5506
g7037 = 16705
g7037 = 20037
g7037 = 5506
g7037 = 16705
g7037 = 20037
g7037 = 4497
g7037 = 5506
g7037 = 16705
g7037 = 20037
g7037 = 4497
g7037 = 5506
g7037 = 16705
g7037 = 20037
g7037 = 4497
g7037 = 5506
g7037 = 16705
g7037 = 20037
g7037 = 4497
g7037 = 5506
g7037 = 16705
g7037 = 20037
g4666 = 16021
g4666 = 16021
g7019 = 31177
g7019 = 16491
g7019 = 16746
g2564 = 16192
g2564 = 16192
g2564 = 30123
g2564 = 6886
g2564 = 16192
g2564 = 30117
g309 = 10265
g10058.1 = 5484
g10058.1 = 6890
g10058.1 = 5524
g10058.1 = 16887
g10058.1 = 3677
g10058.1 = 6260
g874 = 16787
g7243 = 16787
g7243 = 3824
g8849 = 3735
g8849 = 5840
g8849 = 6412
g8849 = 3735
g8849 = 5840
g8849 = 6412
g8849 = 3735
g8849 = 5840
g8849 = 6412
g8849 = 3735
g8849 = 5840
g8849 = 6412
g5210 = 6480
g5210 = 8168
g5210 = 6480
g5210 = 8168
g10125 = 3677
g6264 = 5524
g6264 = 6139
g6264 = 19205
g6264 = 5524
g6264 = 6139
g6264 = 19205
g6264 = 5524
g6264 = 6139
g6264 = 19205
g6264 = 5524
g6264 = 6139
g6264 = 19205
g6264 = 5524
g6264 = 6139
g6264 = 19205
g6264 = 5524
g6264 = 6139
g6264 = 19205
g6264 = 4127
g6264 = 6207
g6264 = 6221
g6264 = 9041
g847 = 5515
g6252 = 796
g6252 = 7076
g6252 = 796
g6252 = 7076
g3873 = 5471
g3873 = 5743
g3873 = 140021
g3873 = 1990544
g3873 = 5471
g3873 = 5743
g3873 = 140021
g3873 = 1990544
g3873 = 5471
g3873 = 5743
g3873 = 140021
g3873 = 1990544
g3873 = 5471
g3873 = 5743
g3873 = 140021
g3873 = 1990544
g3873 = 5471
g3873 = 5743
g3873 = 140021
g3873 = 1990544
g3873 = 5471
g3873 = 5743
g3873 = 140021
g3873 = 1990544
g3873 = 55085
g3873 = 55085
g3873 = 55085
g3873 = 55085
g3873 = 55085
g3873 = 55085
g9422 = 6886
g9422 = 31267
g9422 = 6886
g9422 = 31267
g9422 = 6886
g9422 = 31267
g9422 = 6606
g1688.1 = 4386
g1351 = 5524
g1351 = 16021
g1351 = 42626
g1351 = 55085
g1351 = 5524
g1351 = 5524
g1351 = 16021
g1351 = 42626
g1351 = 55085
g1351 = 5524
g1351 = 5524
g1351 = 16021
g157 = 1903259
g7271 = 5515
g7271 = 6749
g7271 = 4364
g6707 = 71949
g6707 = 16491
g2854 = 16491
g2854 = 16491
g2854 = 16491
g2854 = 16491
g2854 = 16491
g2854 = 16491
g1241 = 6355
g1241 = 8270
g1241 = 43565
g1241 = 6355
g1241 = 8270
g1241 = 43565
g1241 = 6355
g1241 = 8270
g1241 = 43565
g447 = 16491
g447 = 16491
g447 = 16491
g447 = 16491
g447 = 16491
g447 = 16491
g447 = 16491
g3984 = 16787
g3984 = 16787
g1788 = 3676
g1788 = 6351
g1788 = 8270
g1788 = 3676
g1788 = 6351
g1788 = 8270
g1788 = 3676
g1788 = 6351
g1788 = 8270
g8768 = 3676
g8768 = 3676
g8768 = 3676
g8768 = 3676
g4594 = 4484
g4594 = 6370
g7887 = 5634
g7887 = 6260
g1192 = 16491
g1192 = 16491
g1192 = 16491
g1192 = 16491
g1192 = 16491
g1192 = 16491
g7812 = 4478
g7812 = 5524
g7812 = 6556
g7812 = 4478
g7812 = 6556
g7812 = 4478
g7812 = 6556
g7812 = 4478
g7812 = 5524
g7812 = 6556
g7812 = 4478
g7812 = 6556
g7812 = 4478
g7812 = 6556
g7812 = 4478
g7812 = 6556
g7812 = 4478
g7812 = 6556
g2798 = 16491
g2798 = 16491
g2798 = 16491
g2798 = 16491
g2798 = 16491
g2798 = 16491
g2798 = 16491
g2798 = 16491
g3127 = 5815
g5495 = 981
g5495 = 6355
g5495 = 8270
g5495 = 981
g5495 = 6355
g5495 = 8270
g5495 = 981
g5495 = 6355
g5495 = 8270
g5495 = 981
g5495 = 6355
g5495 = 8270
g3169 = 4722
g3169 = 6470
g3169 = 16791
g3169 = 16791
g3169 = 16791
g8640 = 3735
g8640 = 5840
g8640 = 6412
g8640 = 3735
g8640 = 5840
g8640 = 6412
g8640 = 3735
g8640 = 5840
g8640 = 6412
g8640 = 3735
g8640 = 5840
g8640 = 6412
g5520 = 4588
g5520 = 9116
g4082 = 6629
g4082 = 8081
g4221 = 16787
g6092 = 6606
g5688 = 16624
g5688 = 4591
g5688 = 6099
g5688 = 30976
g5688 = 4591
g5688 = 6099
g5688 = 30976
g7349 = 3723
g7349 = 3723
g7349 = 3723
g7349 = 3723
g953 = 16787
g3004 = 16491
g9032 = 5515
g9032 = 36265
g5124.1 = 6812
g5124.1 = 15299
g5124.1 = 16021
g5124.1 = 6814
g5124.1 = 6885
g5124.1 = 15385
g5124.1 = 16021
g5124.1 = 55085
g5124.1 = 6814
g5124.1 = 6885
g5124.1 = 15385
g5124.1 = 16021
g5124.1 = 55085
g5124.1 = 6814
g5124.1 = 6885
g5124.1 = 15385
g5124.1 = 16021
g5124.1 = 55085
g5124.1 = 6814
g5124.1 = 6885
g5124.1 = 15385
g5124.1 = 16021
g5124.1 = 55085
g5124.1 = 6814
g5124.1 = 6885
g5124.1 = 15385
g5124.1 = 16021
g5124.1 = 55085
g5124.1 = 6812
g5124.1 = 15299
g5124.1 = 16021
g5124.1 = 55085
g7219 = 55085
g8957.1 = 5525
g8957.1 = 3924
g8957.1 = 5525
g8957.1 = 3924
g8957.1 = 5525
g8957.1 = 3924
g8957.1 = 5525
g8957.1 = 3924
g8957.1 = 5525
g8957.1 = 3924
g8957.1 = 5525
g8957.1 = 3924
g8957.1 = 5525
g8957.1 = 3924
g8957.1 = 5525
g8957.1 = 5525
g3667 = 16021
g3667 = 16192
g3667 = 5484
g3667 = 6888
g3667 = 6890
g9779 = 3924
g9779 = 5525
g9779 = 6614
g9779 = 48500
g9779 = 5525
g9779 = 6614
g9779 = 5525
g9779 = 6614
g9779 = 3924
g9779 = 5525
g9779 = 6614
g9779 = 8312
g9779 = 48500
g9779 = 6614
g9779 = 8312
g9779 = 48500
g9779 = 6614
g9779 = 8312
g9779 = 48500
g9779 = 5525
g9779 = 6614
g9779 = 5525
g9779 = 6614
g9682 = 3676
g9682 = 3676
g9682 = 3676
g9682 = 3676
g5320 = 5524
g5320 = 16887
g5320 = 3689
g5320 = 5524
g5320 = 5663
g5320 = 6260
g5320 = 3677
g5320 = 6260
g10409 = 4470
g10409 = 4471
g10409 = 4470
g10409 = 4471
g10409 = 4470
g10409 = 4471
g10409 = 4470
g10409 = 4471
g10409 = 4470
g10409 = 4471
g10409 = 4470
g10409 = 4471
g10409 = 4470
g10409 = 4471
g10409 = 51287
g10409 = 4471
g10409 = 51287
g10409 = 4471
g5618 = 5509
g5618 = 5509
g5618 = 5509
g5618 = 5509
g5618 = 5509
g5618 = 5509
g1781 = 16020
g1781 = 22857
g1781 = 55085
g5179 = 5525
g5179 = 5525
g7734 = 5506
g7734 = 8610
g7734 = 16491
g2433 = 16491
g6908 = 6396
g6908 = 5730
g6908 = 42254
g6908 = 5730
g6908 = 42254
g6908 = 3824
g4651 = 16491
g4651 = 16491
g5497 = 3824
g5497 = 3824
g1592 = 33609
g5846 = 6812
g5846 = 8324
g5846 = 16021
g5846 = 55085
g5846 = 6812
g5846 = 8324
g5846 = 16021
g5846 = 55085
g5907 = 16491
g5907 = 16491
g5907 = 16491
g5907 = 16491
g5907 = 16491
g5907 = 16491
g5907 = 16491
g5907 = 16491
g5907 = 16491
g2802 = 16787
g2802 = 16810
g2802 = 55085
g2802 = 55085
g2802 = 16810
g2802 = 55085
g3319 = 9082
g3319 = 1990610
g5379 = 5524
g5379 = 16887
g8613 = 49
g8613 = 6409
g8613 = 31267
g8613 = 71528
g9885 = 4518
g9885 = 4518
g9885 = 3677
g9885 = 3824
g9885 = 6281
g9885 = 35312
g9885 = 4518
g9885 = 4518
g1846 = 3700
g1846 = 6355
g1846 = 3700
g1846 = 6355
g1846 = 3700
g1846 = 6355
g8004 = 5744
g8004 = 30150
g9956 = 16491
g9956 = 16491
g1561 = 3735
g1561 = 5840
g1561 = 6412
g1561 = 3735
g1561 = 5840
g1561 = 6412
g10397 = 16491
g3869 = 55085
g10587 = 16021
g10587 = 16021
g10215 = 3676
g10215 = 3676
g10215 = 3676
g10215 = 3676
g6680 = 5200
g6680 = 5525
g6680 = 5874
g6680 = 7017
g6680 = 5200
g6680 = 5525
g6680 = 5874
g6680 = 7017
g6680 = 5200
g6680 = 5525
g6680 = 5874
g6680 = 7017
g6680 = 5200
g6680 = 5525
g6680 = 5874
g6680 = 7017
g6680 = 5200
g6680 = 5525
g6680 = 5874
g6680 = 7017
g6680 = 5200
g6680 = 5525
g6680 = 5874
g6680 = 7017
g6680 = 5200
g6680 = 5525
g6680 = 5874
g6680 = 7017
g6680 = 5200
g6680 = 5525
g6680 = 5874
g6680 = 7017
g6680 = 5200
g6680 = 5525
g6680 = 5874
g6680 = 7017
g6680 = 5200
g6680 = 5525
g6680 = 5874
g6680 = 7017
g6680 = 5200
g6680 = 5525
g6680 = 5874
g6680 = 7017
g6680 = 5200
g6680 = 5525
g6680 = 5874
g6680 = 7017
g6680 = 5200
g6680 = 5525
g6680 = 5874
g6680 = 7017
g6680 = 3924
g6680 = 3924
g6680 = 5874
g6680 = 7017
g6680 = 5874
g6680 = 7017
g6680 = 5874
g6680 = 7017
g6680 = 5874
g6680 = 7017
g6680 = 5874
g6680 = 7017
g6680 = 5874
g6680 = 7017
g6680 = 5874
g6680 = 7017
g6680 = 5874
g6680 = 7017
g6680 = 5874
g6680 = 7017
g6680 = 5874
g6680 = 7017
g3647 = 5515
g3647 = 43531
g3647 = 3824
g3647 = 9116
g3647 = 3824
g3647 = 9116
g2607 = 16491
g2607 = 50660
g2607 = 71949
g2607 = 50660
g2607 = 16491
g2607 = 50660
g1969 = 106035
g2580 = 5506
g2580 = 16705
g2580 = 20037
g2580 = 5506
g2580 = 16705
g2580 = 20037
g2580 = 5506
g2580 = 16705
g2580 = 20037
g2580 = 5506
g2580 = 16705
g2580 = 20037
g2580 = 5506
g2580 = 16705
g2580 = 20037
g2580 = 5506
g2580 = 16705
g2580 = 20037
g2580 = 5506
g2580 = 16705
g2580 = 20037
g2580 = 5506
g2580 = 16705
g2580 = 20037
g2580 = 5506
g2580 = 16705
g2580 = 20037
g2580 = 5506
g2580 = 16705
g2580 = 20037
g3721 = 8168
g3721 = 8168
g3721 = 8168
g3721 = 8168
g3721 = 8168
g3721 = 8168
g3721 = 8168
g10391.1 = 3677
g10391.1 = 3677
g10391.1 = 5515
g10391.1 = 3677
g10391.1 = 5515
g10391.1 = 3677
g10391.1 = 5515
g8394 = 1401
g5562 = 398
g5562 = 398
g5442 = 6355
g5442 = 6355
g3761 = 5506
g3761 = 16705
g3761 = 20037
g3761 = 5506
g3761 = 16705
g3761 = 20037
g3761 = 5506
g3761 = 16705
g3761 = 20037
g3761 = 5506
g3761 = 16705
g3761 = 20037
g3761 = 5506
g3761 = 16705
g3761 = 20037
g3761 = 5506
g3761 = 16705
g3761 = 20037
g3761 = 5506
g3761 = 16705
g3761 = 20037
g3761 = 5506
g3761 = 16705
g3761 = 20037
g3761 = 5506
g3761 = 16705
g3761 = 20037
g3761 = 5506
g3761 = 16705
g3761 = 20037
g3761 = 5506
g3761 = 16705
g3761 = 20037
g3761 = 5506
g3761 = 16705
g3761 = 20037
g3761 = 5506
g3761 = 16705
g3761 = 20037
g9811 = 16787
g7177 = 46855
g7177 = 46855
g7177 = 46855
g7177 = 46855
g1725 = 16491
g1725 = 16491
g1725 = 16491
g1725 = 16491
g1725 = 16491
g1725 = 16491
g9444 = 4672
g9444 = 5524
g9444 = 6468
g9444 = 4672
g9444 = 5524
g9444 = 6468
g9444 = 4672
g9444 = 5524
g9444 = 6468
g9444 = 4672
g9444 = 5524
g9444 = 6468
g10354 = 16763
g10354 = 4514
g10354 = 9435
g10354 = 4514
g10354 = 9435
g10354 = 4514
g10354 = 9435
g8688 = 3677
g8688 = 5524
g8688 = 16787
g4419 = 5634
g4419 = 6368
g4419 = 70449
g4399 = 3676
g4399 = 5524
g4399 = 4386
g4399 = 4386
g718 = 4672
g718 = 5524
g718 = 6468
g718 = 4672
g718 = 5524
g718 = 6468
g718 = 4672
g718 = 5524
g718 = 6468
g5475 = 22857
g5475 = 22857
g5475 = 55085
g711 = 4843
g711 = 6511
g711 = 4843
g711 = 6511
g711 = 4843
g711 = 6511
g711 = 4843
g711 = 6511
g711 = 4843
g711 = 6511
g711 = 4843
g711 = 6511
g711 = 4843
g711 = 6511
g3374 = 5506
g3374 = 16705
g3374 = 20037
g1605 = 5515
g1605 = 5515
g1605 = 5515
g10178 = 981
g10178 = 6355
g10178 = 8270
g10178 = 981
g10178 = 6355
g10178 = 8270
g7185 = 981
g7185 = 6355
g7185 = 8270
g7185 = 3677
g7185 = 6351
g7185 = 8270
g7185 = 3677
g7185 = 6351
g7185 = 8270
g7185 = 981
g7185 = 6355
g7185 = 8270
g7185 = 981
g7185 = 6355
g7185 = 8270
g7185 = 981
g7185 = 6355
g7185 = 8270
g9239 = 3824
g3949 = 6886
g3949 = 16192
g3949 = 30117
g3949 = 6886
g3949 = 16192
g3949 = 30117
g3949 = 5198
g3949 = 6886
g3949 = 16192
g3949 = 30126
g252 = 140053
g2948 = 4252
g2948 = 6508
g2948 = 16021
g2948 = 4252
g2948 = 16021
g9589 = 22857
g9589 = 55085
g9589 = 22857
g3401 = 16491
g3401 = 16491
g9841 = 43130
g9841 = 5515
g6604 = 4129
g6604 = 5740
g6604 = 4129
g6604 = 5740
g6604 = 4129
g6604 = 5740
g1814 = 5515
g1814 = 5515
g1814 = 5515
g8920 = 16624
g10232 = 386
g10232 = 398
g10232 = 30628
g5848 = 166
g8354 = 16491
g3287 = 16020
g3287 = 22857
g3287 = 55085
g3287 = 16020
g3287 = 22857
g3287 = 55085
g3287 = 16020
g3287 = 22857
g3287 = 55085
g3287 = 16020
g3287 = 22857
g3287 = 55085
g3287 = 22857
g3287 = 16020
g3287 = 22857
g3287 = 55085
g3287 = 16021
g3287 = 22857
g3287 = 55085
g10056 = 35103
g10056 = 44695
g9544 = 8380
g9544 = 5681
g9544 = 8380
g9544 = 8380
g3986 = 70072
g3986 = 70072
g202 = 16831
g202 = 19752
g202 = 30170
g3368 = 3676
g3368 = 3676
g3368 = 3676
g3368 = 3676
g3368 = 3676
g3368 = 3676
g3368 = 43484
g632 = 4096
g632 = 20037
g632 = 4096
g632 = 20037
g632 = 4096
g632 = 6979
g632 = 20037
g632 = 4096
g632 = 6979
g632 = 20037
g632 = 4096
g632 = 6979
g632 = 20037
g632 = 4096
g632 = 6979
g632 = 20037
g632 = 4096
g632 = 6979
g632 = 20037
g632 = 4096
g632 = 6979
g632 = 20037
g632 = 4096
g632 = 6979
g632 = 20037
g632 = 4096
g632 = 6979
g632 = 20037
g632 = 20037
g9094 = 7165
g9094 = 7165
g9094 = 7165
g9094 = 7165
g6611 = 981
g6611 = 6355
g6611 = 8270
g6611 = 981
g6611 = 6355
g6611 = 8270
g6611 = 981
g6611 = 6355
g6611 = 8270
g9415 = 981
g9415 = 6355
g9415 = 8270
g9415 = 3677
g9415 = 6351
g9415 = 8270
g9415 = 981
g9415 = 6355
g9415 = 8270
g9415 = 981
g9415 = 6355
g9415 = 8270
g9415 = 3677
g9415 = 6351
g9415 = 8270
g9415 = 981
g9415 = 6355
g9415 = 8270
g9575 = 6811
g9575 = 15075
g9575 = 16020
g9575 = 55085
g9575 = 6811
g9575 = 15075
g9575 = 16020
g9575 = 55085
g9575 = 6811
g9575 = 15075
g9575 = 16020
g9575 = 55085
g5484 = 4650
g5484 = 5975
g1703 = 71949
g2442 = 22857
g2442 = 55085
g2442 = 22857
g4367 = 981
g4367 = 6355
g4367 = 8270
g4367 = 981
g4367 = 6355
g4367 = 8270
g4367 = 981
g4367 = 6355
g4367 = 8270
g4367 = 981
g4367 = 6355
g4367 = 8270
g9514 = 5524
g9514 = 16887
g6107 = 3677
g6107 = 6351
g6107 = 8270
g6107 = 981
g6107 = 6355
g6107 = 8270
g6107 = 981
g6107 = 6355
g6107 = 8270
g6107 = 981
g6107 = 6355
g6107 = 8270
g6107 = 981
g6107 = 6355
g6107 = 8270
g6107 = 3677
g6107 = 6351
g6107 = 8270
g8358 = 4834
g8358 = 6568
g8358 = 4834
g8358 = 6568
g8358 = 4834
g8358 = 6568
g8358 = 3824
g1795 = 8374
g1746 = 16301
g1746 = 16310
g1746 = 16774
g1746 = 16301
g1746 = 16310
g1746 = 16774
g1746 = 16301
g1746 = 16310
g1746 = 16774
g1746 = 16301
g1746 = 16310
g1746 = 16774
g1746 = 16301
g1746 = 16310
g1746 = 16774
g1746 = 16301
g1746 = 16310
g1746 = 16774
g1746 = 16301
g1746 = 16310
g1746 = 16774
g1746 = 16301
g1746 = 16310
g1746 = 16774
g1746 = 6082
g1746 = 16301
g1746 = 16774
g7261 = 79
g7261 = 19901
g3294 = 3735
g3294 = 5840
g3294 = 6412
g5639 = 16407
g5639 = 16407
g8055 = 22857
g8055 = 22857
g8055 = 22857
g8055 = 22857
g8055 = 22857
g8055 = 55085
g3731 = 16491
g1779 = 3712
g1779 = 6355
g1779 = 16592
g1779 = 3712
g1779 = 6355
g1779 = 16592
g7391 = 244
g7391 = 398
g7391 = 46540
g3132 = 3712
g3132 = 6357
g3132 = 16592
g2391 = 8168
g2391 = 8168
g6349 = 278
g6349 = 775
g6349 = 5634
g2954 = 16020
g2954 = 22857
g2954 = 55085
g2954 = 22857
g2954 = 16021
g2954 = 22857
g2954 = 55085
g2954 = 16020
g2954 = 22857
g2954 = 55085
g2954 = 16020
g2954 = 22857
g2954 = 55085
g2954 = 16020
g2954 = 22857
g2954 = 55085
g2954 = 16020
g2954 = 22857
g2954 = 55085
g2954 = 16020
g2954 = 22857
g2954 = 55085
g8838 = 16491
g8838 = 16491
g8838 = 16491
g8838 = 16491
g8838 = 16491
g8838 = 16491
g8838 = 16491
g8838 = 16491
g8838 = 16491
g9983 = 5524
g9983 = 6457
g9983 = 16887
g9983 = 51082
g9983 = 5524
g9983 = 16887
g9805 = 4497
g9805 = 6744
g9805 = 4497
g9805 = 6744
g1579 = 5524
g2988 = 3723
g1841 = 5515
g1841 = 5515
g1841 = 5515
g1841 = 5515
g1841 = 5515
g1841 = 5515
g1841 = 5515
g1841 = 5515
g1841 = 5515
g1841 = 5515
g1841 = 5515
g1841 = 5515
g1841 = 5515
g1841 = 5515
g1841 = 5515
g7949 = 5525
g7949 = 5525
g7949 = 5525
g7949 = 5525
g7949 = 5525
g7949 = 5525
g6520 = 5524
g6520 = 16887
g9436 = 6508
g9436 = 6508
g9436 = 8236
g9436 = 8236
g9436 = 8236
g9436 = 4252
g9436 = 6508
g8447 = 10181
g8447 = 16491
g5241 = 16491
g5241 = 16491
g5241 = 16491
g5241 = 16491
g7888 = 43130
g7888 = 43130
g7888 = 43130
g2088 = 16746
g2088 = 16747
g2088 = 16747
g2088 = 16747
g2088 = 16746
g4900 = 3676
g4900 = 6139
g4900 = 8408
g4900 = 3676
g4900 = 6139
g4900 = 8408
g2308 = 16787
g5519 = 35091
g5519 = 35091
g5519 = 35091
g5519 = 35091
g946 = 4499
g946 = 50660
g946 = 50661
g5459 = 3854
g5459 = 6694
g5459 = 16616
g5274.1 = 6338
g5274.1 = 31011
g5274.1 = 31011
g5274.1 = 31011
g10427.1 = 3676
g10427.1 = 3676
g10427.1 = 3676
g10427.1 = 3676
g10427.1 = 3676
g10427.1 = 3676
g10427.1 = 3676
g10427.1 = 3676
g10427.1 = 3676
g10427.1 = 3676
g10427.1 = 3676
g685 = 3735
g685 = 5840
g685 = 6412
g685 = 3735
g685 = 5840
g685 = 6412
g685 = 3735
g685 = 5840
g685 = 6412
g6920 = 4100
g6920 = 6031
g6920 = 4100
g6920 = 16758
g6920 = 4100
g7500 = 5525
g7500 = 3746
g7500 = 5525
g7500 = 6414
g7500 = 3924
g7500 = 5525
g7500 = 5525
g7500 = 3924
g7500 = 5525
g7500 = 3924
g7500 = 5525
g7500 = 3924
g7500 = 5525
g7500 = 3924
g7500 = 5525
g7500 = 3924
g7500 = 5525
g7500 = 3924
g7500 = 5525
g5739 = 5515
g5739 = 5515
g5739 = 5515
g4646.2 = 3677
g4646.2 = 3899
g4646.2 = 6351
g4646.2 = 3677
g4646.2 = 3899
g4646.2 = 6351
g4646.2 = 3677
g4646.2 = 3899
g4646.2 = 6351
g4646.2 = 3677
g4646.2 = 3899
g4646.2 = 6351
g4646.2 = 3677
g4646.2 = 3899
g4646.2 = 6351
g4646.2 = 3677
g4646.2 = 3899
g4646.2 = 6351
g4646.2 = 3677
g4646.2 = 3899
g4646.2 = 6351
g4646.2 = 3677
g4646.2 = 6366
g4646.2 = 3677
g4646.2 = 6366
g4646.2 = 3677
g4646.2 = 6366
g4646.2 = 3677
g4646.2 = 6366
g4646.2 = 3677
g4646.2 = 6366
g4646.2 = 3677
g4646.2 = 6366
g4646.2 = 3677
g4646.2 = 6366
g4646.2 = 3677
g4646.2 = 6366
g4646.2 = 3677
g4646.2 = 6366
g4646.2 = 3677
g4646.2 = 6366
g4646.2 = 3677
g4646.2 = 3899
g4646.2 = 6351
g8340 = 16491
g2654 = 290
g8214 = 4418
g8214 = 33014
g8214 = 4418
g8214 = 33014
g8214 = 4418
g8214 = 33014
g8214 = 4418
g8214 = 33014
g8214 = 4418
g8214 = 33014
g8214 = 4418
g8214 = 33014
g8214 = 4418
g8214 = 33014
g8214 = 4418
g8214 = 33014
g8214 = 4418
g8214 = 33014
g8214 = 4418
g8214 = 33014
g6151 = 16491
g6151 = 16491
g6151 = 16491
g6151 = 16491
g6151 = 16491
g6151 = 16491
g6151 = 16491
g6151 = 16491
g6151 = 16491
g7935 = 5515
g9450.1 = 3676
g9450.1 = 5524
g9450.1 = 3676
g9450.1 = 5524
g1220 = 3870
g1220 = 30170
g1220 = 33014
g1220 = 9058
g1220 = 30170
g5084 = 4843
g5084 = 16579
g8716 = 5680
g8716 = 30071
g8716 = 31145
g2910 = 5515
g2910 = 5515
g2910 = 5515
g2910 = 5515
g2910 = 5515
g2910 = 5515
g2910 = 5515
